Policy,Sample,Gender,RatingArea,NCD,ProtectedNCD,DrivingRestriction,VehicleAge,LossYear,Exposures,DevelopedLoss,PurePrem
403,TRAIN,Male,3A,0,N,Any,7,2013,0.04,11230.36914,280759.2285
404,TRAIN,Male,3A,0,N,Any,7,2013,0.04,11230.36914,280759.2285
406,TRAIN,Male,1A,4+,Y,Named,0,2014,0.09,25216.74541,280186.0601
407,TRAIN,Male,1A,4+,Y,Named,0,2014,0.09,25216.74541,280186.0601
409,TRAIN,Male,1A,4+,Y,Named,0,2014,0.09,25216.74541,280186.0601
410,TRAIN,Male,1A,4+,Y,Named,0,2014,0.09,25216.74541,280186.0601
412,TRAIN,Male,2B,4+,N,Any,2,2014,0.05,13889.07393,277781.4786
413,TRAIN,Male,2B,4+,N,Any,2,2014,0.05,13889.07393,277781.4786
414,TRAIN,Male,2B,4+,N,Any,2,2014,0.05,13889.07393,277781.4786
415,TRAIN,Male,2B,4+,N,Any,2,2014,0.05,13889.07393,277781.4786
416,TRAIN,Male,4A,4+,N,Named,7,2014,0.13,35905.18913,276193.7625
417,TRAIN,Male,4A,4+,N,Named,7,2014,0.13,35905.18913,276193.7625
418,TRAIN,Male,4A,4+,N,Named,7,2014,0.13,35905.18913,276193.7625
419,TRAIN,Male,4A,4+,N,Named,7,2014,0.13,35905.18913,276193.7625
420,TRAIN,Male,4A,4+,N,Named,7,2014,0.13,35905.18913,276193.7625
422,TRAIN,Male,2B,3,N,Named,1,2013,0.18,47784.8904,265471.6133
423,TRAIN,Male,2B,3,N,Named,1,2013,0.18,47784.8904,265471.6133
424,TRAIN,Male,2B,3,N,Named,1,2013,0.18,47784.8904,265471.6133
425,TRAIN,Male,2B,3,N,Named,1,2013,0.18,47784.8904,265471.6133
426,TRAIN,Male,2B,0,N,Any,8,2013,0.04,10570.0895,264252.2375
427,TRAIN,Male,2B,0,N,Any,8,2013,0.04,10570.0895,264252.2375
428,TRAIN,Male,2B,0,N,Any,8,2013,0.04,10570.0895,264252.2375
429,TRAIN,Male,2B,0,N,Any,8,2013,0.04,10570.0895,264252.2375
430,TRAIN,Male,2B,0,N,Any,8,2013,0.04,10570.0895,264252.2375
432,TRAIN,Male,3B,0,N,Named,1,2014,0.11,28982.99218,263481.7471
434,TRAIN,Male,3B,0,N,Named,1,2014,0.11,28982.99218,263481.7471
438,TRAIN,Male,3B,4+,N,Any,12,2013,0.03,7875.329393,262510.9798
440,TRAIN,Male,3B,4+,N,Any,12,2013,0.03,7875.329393,262510.9798
441,TRAIN,Male,4A,4+,N,Any,5,2014,0.02,5182.417142,259120.8571
442,TRAIN,Male,4A,4+,N,Any,5,2014,0.02,5182.417142,259120.8571
443,TRAIN,Male,4A,4+,N,Any,5,2014,0.02,5182.417142,259120.8571
444,TRAIN,Male,4A,4+,N,Any,5,2014,0.02,5182.417142,259120.8571
445,TRAIN,Male,4A,4+,N,Any,5,2014,0.02,5182.417142,259120.8571
446,TRAIN,Female,2A,4+,Y,Any,7,2014,0.04,10328.43697,258210.9243
447,TRAIN,Female,2A,4+,Y,Any,7,2014,0.04,10328.43697,258210.9243
448,TRAIN,Female,2A,4+,Y,Any,7,2014,0.04,10328.43697,258210.9243
450,TRAIN,Female,2A,4+,Y,Any,7,2014,0.04,10328.43697,258210.9243
452,TRAIN,Male,4B,4+,N,Named,2,2013,0.1,25573.86268,255738.6268
453,TRAIN,Male,4B,4+,N,Named,2,2013,0.1,25573.86268,255738.6268
455,TRAIN,Male,4B,4+,N,Named,2,2013,0.1,25573.86268,255738.6268
456,TRAIN,Male,5A,2,N,Any,2,2014,0.12,30396.47942,253303.9952
457,TRAIN,Male,5A,2,N,Any,2,2014,0.12,30396.47942,253303.9952
458,TRAIN,Male,5A,2,N,Any,2,2014,0.12,30396.47942,253303.9952
459,TRAIN,Male,5A,2,N,Any,2,2014,0.12,30396.47942,253303.9952
460,TRAIN,Male,5A,2,N,Any,2,2014,0.12,30396.47942,253303.9952
461,TRAIN,Female,2B,2,N,Any,5,2014,0.07,17690.20145,252717.1636
462,TRAIN,Female,2B,2,N,Any,5,2014,0.07,17690.20145,252717.1636
463,TRAIN,Female,2B,2,N,Any,5,2014,0.07,17690.20145,252717.1636
464,TRAIN,Female,2B,2,N,Any,5,2014,0.07,17690.20145,252717.1636
465,TRAIN,Female,2B,2,N,Any,5,2014,0.07,17690.20145,252717.1636
466,TRAIN,Female,3B,4+,N,Any,2,2013,0.15,37735.55973,251570.3982
467,TRAIN,Female,3B,4+,N,Any,2,2013,0.15,37735.55973,251570.3982
468,TRAIN,Female,3B,4+,N,Any,2,2013,0.15,37735.55973,251570.3982
469,TRAIN,Female,3B,4+,N,Any,2,2013,0.15,37735.55973,251570.3982
470,TRAIN,Female,3B,4+,N,Any,2,2013,0.15,37735.55973,251570.3982
473,TRAIN,Female,3A,3,N,Any,4,2014,0.09,22310.15181,247890.5757
474,TRAIN,Female,3A,3,N,Any,4,2014,0.09,22310.15181,247890.5757
476,TRAIN,Female,1B,1,N,Named,9,2013,0.03,7404.776925,246825.8975
477,TRAIN,Female,1B,1,N,Named,9,2013,0.03,7404.776925,246825.8975
481,TRAIN,Male,3B,4+,Y,Any,3,2014,0.11,26790.2875,243548.0682
482,TRAIN,Male,3B,4+,Y,Any,3,2014,0.11,26790.2875,243548.0682
483,TRAIN,Male,3B,4+,Y,Any,3,2014,0.11,26790.2875,243548.0682
486,TRAIN,Male,1A,3,N,Named,4,2013,0.12,29149.48009,242912.3341
487,TRAIN,Male,1A,3,N,Named,4,2013,0.12,29149.48009,242912.3341
488,TRAIN,Male,1A,3,N,Named,4,2013,0.12,29149.48009,242912.3341
489,TRAIN,Male,1A,3,N,Named,4,2013,0.12,29149.48009,242912.3341
490,TRAIN,Male,1A,3,N,Named,4,2013,0.12,29149.48009,242912.3341
491,TRAIN,Female,3B,3,N,Named,8,2013,0.04,9549.447127,238736.1782
492,TRAIN,Female,3B,3,N,Named,8,2013,0.04,9549.447127,238736.1782
494,TRAIN,Female,3B,3,N,Named,8,2013,0.04,9549.447127,238736.1782
498,TRAIN,Female,5B,0,N,Named,4,2014,0.11,26221.05455,238373.2232
501,TRAIN,Male,4B,4+,Y,Any,3,2013,0.04,9515.888142,237897.2036
503,TRAIN,Male,4B,4+,Y,Any,3,2013,0.04,9515.888142,237897.2036
504,TRAIN,Male,4B,4+,Y,Any,3,2013,0.04,9515.888142,237897.2036
505,TRAIN,Male,4B,4+,Y,Any,3,2013,0.04,9515.888142,237897.2036
506,TRAIN,Male,4B,2,N,Any,12,2013,0.04,9503.666857,237591.6714
507,TRAIN,Male,4B,2,N,Any,12,2013,0.04,9503.666857,237591.6714
508,TRAIN,Male,4B,2,N,Any,12,2013,0.04,9503.666857,237591.6714
509,TRAIN,Male,4B,2,N,Any,12,2013,0.04,9503.666857,237591.6714
510,TRAIN,Male,4B,2,N,Any,12,2013,0.04,9503.666857,237591.6714
512,TRAIN,Female,5B,3,N,Named,5,2013,0.04,9502.675943,237566.8986
514,TRAIN,Female,5B,3,N,Named,5,2013,0.04,9502.675943,237566.8986
515,TRAIN,Female,5B,3,N,Named,5,2013,0.04,9502.675943,237566.8986
516,TRAIN,Female,2A,3,N,Named,7,2014,0.05,11862.6653,237253.306
517,TRAIN,Female,2A,3,N,Named,7,2014,0.05,11862.6653,237253.306
518,TRAIN,Female,2A,3,N,Named,7,2014,0.05,11862.6653,237253.306
519,TRAIN,Female,2A,3,N,Named,7,2014,0.05,11862.6653,237253.306
520,TRAIN,Female,2A,3,N,Named,7,2014,0.05,11862.6653,237253.306
521,TRAIN,Male,1A,4+,N,Named,7,2013,0.07,16540.02161,236286.023
522,TRAIN,Male,1A,4+,N,Named,7,2013,0.07,16540.02161,236286.023
523,TRAIN,Male,1A,4+,N,Named,7,2013,0.07,16540.02161,236286.023
524,TRAIN,Male,1A,4+,N,Named,7,2013,0.07,16540.02161,236286.023
525,TRAIN,Male,1A,4+,N,Named,7,2013,0.07,16540.02161,236286.023
527,TRAIN,Female,5B,2,N,Named,9,2013,0.08,18229.53156,227869.1445
529,TRAIN,Female,5B,2,N,Named,9,2013,0.08,18229.53156,227869.1445
530,TRAIN,Female,5B,2,N,Named,9,2013,0.08,18229.53156,227869.1445
532,TRAIN,Male,1B,2,N,Any,0,2014,0.16,35604.38635,222527.4147
534,TRAIN,Male,1B,2,N,Any,0,2014,0.16,35604.38635,222527.4147
535,TRAIN,Male,1B,2,N,Any,0,2014,0.16,35604.38635,222527.4147
536,TRAIN,Male,3B,4+,N,Any,1,2013,0.19,41847.19605,220248.4003
537,TRAIN,Male,3B,4+,N,Any,1,2013,0.19,41847.19605,220248.4003
538,TRAIN,Male,3B,4+,N,Any,1,2013,0.19,41847.19605,220248.4003
539,TRAIN,Male,3B,4+,N,Any,1,2013,0.19,41847.19605,220248.4003
541,TRAIN,Female,2B,0,N,Named,5,2013,0.07,15399.94096,219999.1566
542,TRAIN,Female,2B,0,N,Named,5,2013,0.07,15399.94096,219999.1566
543,TRAIN,Female,2B,0,N,Named,5,2013,0.07,15399.94096,219999.1566
544,TRAIN,Female,2B,0,N,Named,5,2013,0.07,15399.94096,219999.1566
547,TRAIN,Female,5B,4+,Y,Any,5,2013,0.07,15388.11604,219830.2291
548,TRAIN,Female,5B,4+,Y,Any,5,2013,0.07,15388.11604,219830.2291
549,TRAIN,Female,5B,4+,Y,Any,5,2013,0.07,15388.11604,219830.2291
550,TRAIN,Female,5B,4+,Y,Any,5,2013,0.07,15388.11604,219830.2291
551,TRAIN,Female,2A,4+,N,Any,3,2013,0.05,10878.72647,217574.5294
552,TRAIN,Female,2A,4+,N,Any,3,2013,0.05,10878.72647,217574.5294
553,TRAIN,Female,2A,4+,N,Any,3,2013,0.05,10878.72647,217574.5294
554,TRAIN,Female,2A,4+,N,Any,3,2013,0.05,10878.72647,217574.5294
556,TRAIN,Male,3A,1,N,Named,9,2014,0.02,4343.470787,217173.5394
557,TRAIN,Male,3A,1,N,Named,9,2014,0.02,4343.470787,217173.5394
558,TRAIN,Male,3A,1,N,Named,9,2014,0.02,4343.470787,217173.5394
559,TRAIN,Male,3A,1,N,Named,9,2014,0.02,4343.470787,217173.5394
560,TRAIN,Male,3A,1,N,Named,9,2014,0.02,4343.470787,217173.5394
561,TRAIN,Female,3A,4+,Y,Any,9,2013,0.01,2151.606606,215160.6606
562,TRAIN,Female,3A,4+,Y,Any,9,2013,0.01,2151.606606,215160.6606
563,TRAIN,Female,3A,4+,Y,Any,9,2013,0.01,2151.606606,215160.6606
564,TRAIN,Female,3A,4+,Y,Any,9,2013,0.01,2151.606606,215160.6606
565,TRAIN,Female,3A,4+,Y,Any,9,2013,0.01,2151.606606,215160.6606
566,TRAIN,Male,4B,1,N,Any,9,2013,0.02,4293.964673,214698.2337
567,TRAIN,Male,4B,1,N,Any,9,2013,0.02,4293.964673,214698.2337
569,TRAIN,Male,4B,1,N,Any,9,2013,0.02,4293.964673,214698.2337
570,TRAIN,Male,4B,1,N,Any,9,2013,0.02,4293.964673,214698.2337
571,TRAIN,Male,1B,4+,N,Any,5,2013,0.07,14894.90466,212784.3523
572,TRAIN,Male,1B,4+,N,Any,5,2013,0.07,14894.90466,212784.3523
573,TRAIN,Male,1B,4+,N,Any,5,2013,0.07,14894.90466,212784.3523
574,TRAIN,Male,1B,4+,N,Any,5,2013,0.07,14894.90466,212784.3523
575,TRAIN,Male,1B,4+,N,Any,5,2013,0.07,14894.90466,212784.3523
577,TRAIN,Male,2A,3,N,Named,2,2014,0.11,23107.62623,210069.3294
579,TRAIN,Male,2A,3,N,Named,2,2014,0.11,23107.62623,210069.3294
580,TRAIN,Male,2A,3,N,Named,2,2014,0.11,23107.62623,210069.3294
582,TRAIN,Male,2B,0,N,Any,10,2013,0.02,4194.87318,209743.659
583,TRAIN,Male,2B,0,N,Any,10,2013,0.02,4194.87318,209743.659
584,TRAIN,Male,2B,0,N,Any,10,2013,0.02,4194.87318,209743.659
585,TRAIN,Male,2B,0,N,Any,10,2013,0.02,4194.87318,209743.659
586,TRAIN,Male,2B,1,N,Any,0,2013,0.06,12485.2638,208087.73
587,TRAIN,Male,2B,1,N,Any,0,2013,0.06,12485.2638,208087.73
588,TRAIN,Male,2B,1,N,Any,0,2013,0.06,12485.2638,208087.73
589,TRAIN,Male,2B,1,N,Any,0,2013,0.06,12485.2638,208087.73
590,TRAIN,Male,2B,1,N,Any,0,2013,0.06,12485.2638,208087.73
591,TRAIN,Male,4B,1,N,Named,7,2014,0.05,10381.63304,207632.6608
592,TRAIN,Male,4B,1,N,Named,7,2014,0.05,10381.63304,207632.6608
593,TRAIN,Male,4B,1,N,Named,7,2014,0.05,10381.63304,207632.6608
594,TRAIN,Male,4B,1,N,Named,7,2014,0.05,10381.63304,207632.6608
595,TRAIN,Male,4B,1,N,Named,7,2014,0.05,10381.63304,207632.6608
596,TRAIN,Female,5B,3,N,Named,4,2013,0.04,8237.409706,205935.2427
598,TRAIN,Female,5B,3,N,Named,4,2013,0.04,8237.409706,205935.2427
599,TRAIN,Female,5B,3,N,Named,4,2013,0.04,8237.409706,205935.2427
600,TRAIN,Female,5B,3,N,Named,4,2013,0.04,8237.409706,205935.2427
601,TRAIN,Male,1A,4+,Y,Any,3,2014,0.12,24685.60132,205713.3443
602,TRAIN,Male,1A,4+,Y,Any,3,2014,0.12,24685.60132,205713.3443
605,TRAIN,Male,1A,4+,Y,Any,3,2014,0.12,24685.60132,205713.3443
606,TRAIN,Female,2B,4+,Y,Any,0,2014,0.04,8155.505835,203887.6459
608,TRAIN,Female,2B,4+,Y,Any,0,2014,0.04,8155.505835,203887.6459
609,TRAIN,Female,2B,4+,Y,Any,0,2014,0.04,8155.505835,203887.6459
611,TRAIN,Male,1A,4+,N,Any,1,2014,0.13,26320.97217,202469.0167
612,TRAIN,Male,1A,4+,N,Any,1,2014,0.13,26320.97217,202469.0167
613,TRAIN,Male,1A,4+,N,Any,1,2014,0.13,26320.97217,202469.0167
615,TRAIN,Male,1A,4+,N,Any,1,2014,0.13,26320.97217,202469.0167
616,TRAIN,Male,1A,1,N,Named,0,2014,0.1,19912.5956,199125.956
617,TRAIN,Male,1A,1,N,Named,0,2014,0.1,19912.5956,199125.956
618,TRAIN,Male,1A,1,N,Named,0,2014,0.1,19912.5956,199125.956
619,TRAIN,Male,1A,1,N,Named,0,2014,0.1,19912.5956,199125.956
620,TRAIN,Male,1A,1,N,Named,0,2014,0.1,19912.5956,199125.956
622,TRAIN,Male,2B,4+,Y,Named,5,2014,0.31,60811.85745,196167.2821
623,TRAIN,Male,2B,4+,Y,Named,5,2014,0.31,60811.85745,196167.2821
624,TRAIN,Male,2B,4+,Y,Named,5,2014,0.31,60811.85745,196167.2821
625,TRAIN,Male,2B,4+,Y,Named,5,2014,0.31,60811.85745,196167.2821
626,TRAIN,Male,5A,4+,N,Any,5,2013,0.09,17651.62998,196129.222
627,TRAIN,Male,5A,4+,N,Any,5,2013,0.09,17651.62998,196129.222
629,TRAIN,Male,5A,4+,N,Any,5,2013,0.09,17651.62998,196129.222
630,TRAIN,Male,5A,4+,N,Any,5,2013,0.09,17651.62998,196129.222
633,TRAIN,Male,2A,4+,N,Any,6,2013,0.1,19327.7956,193277.956
634,TRAIN,Male,2A,4+,N,Any,6,2013,0.1,19327.7956,193277.956
635,TRAIN,Male,2A,4+,N,Any,6,2013,0.1,19327.7956,193277.956
636,TRAIN,Female,3A,2,N,Named,6,2013,0.04,7697.22895,192430.7238
637,TRAIN,Female,3A,2,N,Named,6,2013,0.04,7697.22895,192430.7238
638,TRAIN,Female,3A,2,N,Named,6,2013,0.04,7697.22895,192430.7238
640,TRAIN,Female,3A,2,N,Named,6,2013,0.04,7697.22895,192430.7238
641,TRAIN,Female,2A,1,N,Named,1,2014,0.23,43835.01997,190587.0433
642,TRAIN,Female,2A,1,N,Named,1,2014,0.23,43835.01997,190587.0433
643,TRAIN,Female,2A,1,N,Named,1,2014,0.23,43835.01997,190587.0433
644,TRAIN,Female,2A,1,N,Named,1,2014,0.23,43835.01997,190587.0433
645,TRAIN,Female,2A,1,N,Named,1,2014,0.23,43835.01997,190587.0433
647,TRAIN,Female,3B,4+,Y,Any,3,2014,0.09,16937.64038,188196.0042
648,TRAIN,Female,3B,4+,Y,Any,3,2014,0.09,16937.64038,188196.0042
649,TRAIN,Female,3B,4+,Y,Any,3,2014,0.09,16937.64038,188196.0042
650,TRAIN,Female,3B,4+,Y,Any,3,2014,0.09,16937.64038,188196.0042
651,TRAIN,Male,2A,4+,Y,Any,1,2014,0.04,7516.044743,187901.1186
652,TRAIN,Male,2A,4+,Y,Any,1,2014,0.04,7516.044743,187901.1186
654,TRAIN,Male,2A,4+,Y,Any,1,2014,0.04,7516.044743,187901.1186
655,TRAIN,Male,2A,4+,Y,Any,1,2014,0.04,7516.044743,187901.1186
656,TRAIN,Female,3A,0,N,Any,2,2013,0.15,28149.44875,187662.9917
658,TRAIN,Female,3A,0,N,Any,2,2013,0.15,28149.44875,187662.9917
659,TRAIN,Female,3A,0,N,Any,2,2013,0.15,28149.44875,187662.9917
660,TRAIN,Female,3A,0,N,Any,2,2013,0.15,28149.44875,187662.9917
661,TRAIN,Female,4A,0,N,Named,6,2013,0.02,3746.451146,187322.5573
662,TRAIN,Female,4A,0,N,Named,6,2013,0.02,3746.451146,187322.5573
663,TRAIN,Female,4A,0,N,Named,6,2013,0.02,3746.451146,187322.5573
664,TRAIN,Female,4A,0,N,Named,6,2013,0.02,3746.451146,187322.5573
665,TRAIN,Female,4A,0,N,Named,6,2013,0.02,3746.451146,187322.5573
666,TRAIN,Male,2A,0,N,Named,1,2013,0.32,59277.38957,185241.8424
668,TRAIN,Male,2A,0,N,Named,1,2013,0.32,59277.38957,185241.8424
669,TRAIN,Male,2A,0,N,Named,1,2013,0.32,59277.38957,185241.8424
670,TRAIN,Male,2A,0,N,Named,1,2013,0.32,59277.38957,185241.8424
671,TRAIN,Male,5B,4+,Y,Any,0,2013,0.31,56816.28721,183278.3458
672,TRAIN,Male,5B,4+,Y,Any,0,2013,0.31,56816.28721,183278.3458
673,TRAIN,Male,5B,4+,Y,Any,0,2013,0.31,56816.28721,183278.3458
674,TRAIN,Male,5B,4+,Y,Any,0,2013,0.31,56816.28721,183278.3458
676,TRAIN,Male,3B,1,N,Any,5,2013,0.07,12817.74879,183110.697
677,TRAIN,Male,3B,1,N,Any,5,2013,0.07,12817.74879,183110.697
678,TRAIN,Male,3B,1,N,Any,5,2013,0.07,12817.74879,183110.697
679,TRAIN,Male,3B,1,N,Any,5,2013,0.07,12817.74879,183110.697
680,TRAIN,Male,3B,1,N,Any,5,2013,0.07,12817.74879,183110.697
681,TRAIN,Male,4A,0,N,Any,8,2013,0.09,16412.39177,182359.9086
682,TRAIN,Male,4A,0,N,Any,8,2013,0.09,16412.39177,182359.9086
686,TRAIN,Male,3B,4+,N,Any,4,2013,0.15,27299.70617,181998.0411
689,TRAIN,Male,3B,4+,N,Any,4,2013,0.15,27299.70617,181998.0411
691,TRAIN,Male,2A,1,N,Any,5,2014,0.03,5422.149432,180738.3144
692,TRAIN,Male,2A,1,N,Any,5,2014,0.03,5422.149432,180738.3144
693,TRAIN,Male,2A,1,N,Any,5,2014,0.03,5422.149432,180738.3144
695,TRAIN,Male,2A,1,N,Any,5,2014,0.03,5422.149432,180738.3144
696,TRAIN,Female,5A,4+,N,Any,6,2013,0.18,32408.20291,180045.5717
697,TRAIN,Female,5A,4+,N,Any,6,2013,0.18,32408.20291,180045.5717
698,TRAIN,Female,5A,4+,N,Any,6,2013,0.18,32408.20291,180045.5717
699,TRAIN,Female,5A,4+,N,Any,6,2013,0.18,32408.20291,180045.5717
701,TRAIN,Female,5A,2,N,Any,11,2013,0.02,3589.952649,179497.6325
702,TRAIN,Female,5A,2,N,Any,11,2013,0.02,3589.952649,179497.6325
703,TRAIN,Female,5A,2,N,Any,11,2013,0.02,3589.952649,179497.6325
704,TRAIN,Female,5A,2,N,Any,11,2013,0.02,3589.952649,179497.6325
705,TRAIN,Female,5A,2,N,Any,11,2013,0.02,3589.952649,179497.6325
706,TRAIN,Female,3B,1,N,Named,1,2014,0.22,39356.45916,178892.9962
707,TRAIN,Female,3B,1,N,Named,1,2014,0.22,39356.45916,178892.9962
708,TRAIN,Female,3B,1,N,Named,1,2014,0.22,39356.45916,178892.9962
710,TRAIN,Female,3B,1,N,Named,1,2014,0.22,39356.45916,178892.9962
713,TRAIN,Male,3A,0,N,Named,0,2013,0.28,49774.58151,177766.3625
714,TRAIN,Male,3A,0,N,Named,0,2013,0.28,49774.58151,177766.3625
715,TRAIN,Male,3A,0,N,Named,0,2013,0.28,49774.58151,177766.3625
716,TRAIN,Male,3A,2,N,Any,5,2013,0.15,26464.36489,176429.0993
717,TRAIN,Male,3A,2,N,Any,5,2013,0.15,26464.36489,176429.0993
719,TRAIN,Male,3A,2,N,Any,5,2013,0.15,26464.36489,176429.0993
721,TRAIN,Male,2A,1,N,Named,2,2013,0.08,14100.12483,176251.5604
722,TRAIN,Male,2A,1,N,Named,2,2013,0.08,14100.12483,176251.5604
723,TRAIN,Male,2A,1,N,Named,2,2013,0.08,14100.12483,176251.5604
724,TRAIN,Male,2A,1,N,Named,2,2013,0.08,14100.12483,176251.5604
725,TRAIN,Male,2A,1,N,Named,2,2013,0.08,14100.12483,176251.5604
726,TRAIN,Male,4A,1,N,Any,4,2013,0.11,19336.84596,175789.5087
727,TRAIN,Male,4A,1,N,Any,4,2013,0.11,19336.84596,175789.5087
728,TRAIN,Male,4A,1,N,Any,4,2013,0.11,19336.84596,175789.5087
729,TRAIN,Male,4A,1,N,Any,4,2013,0.11,19336.84596,175789.5087
730,TRAIN,Male,4A,1,N,Any,4,2013,0.11,19336.84596,175789.5087
731,TRAIN,Male,5A,2,N,Named,6,2013,0.12,20975.29075,174794.0896
732,TRAIN,Male,5A,2,N,Named,6,2013,0.12,20975.29075,174794.0896
733,TRAIN,Male,5A,2,N,Named,6,2013,0.12,20975.29075,174794.0896
734,TRAIN,Male,5A,2,N,Named,6,2013,0.12,20975.29075,174794.0896
735,TRAIN,Male,5A,2,N,Named,6,2013,0.12,20975.29075,174794.0896
737,TRAIN,Female,1B,2,N,Named,10,2013,0.03,5221.923469,174064.1156
738,TRAIN,Female,1B,2,N,Named,10,2013,0.03,5221.923469,174064.1156
739,TRAIN,Female,1B,2,N,Named,10,2013,0.03,5221.923469,174064.1156
741,TRAIN,Male,5B,4+,Y,Any,3,2013,0.09,15600.37002,173337.4447
742,TRAIN,Male,5B,4+,Y,Any,3,2013,0.09,15600.37002,173337.4447
743,TRAIN,Male,5B,4+,Y,Any,3,2013,0.09,15600.37002,173337.4447
744,TRAIN,Male,5B,4+,Y,Any,3,2013,0.09,15600.37002,173337.4447
745,TRAIN,Male,5B,4+,Y,Any,3,2013,0.09,15600.37002,173337.4447
746,TRAIN,Male,3B,0,N,Any,5,2013,0.05,8625.914417,172518.2883
747,TRAIN,Male,3B,0,N,Any,5,2013,0.05,8625.914417,172518.2883
748,TRAIN,Male,3B,0,N,Any,5,2013,0.05,8625.914417,172518.2883
749,TRAIN,Male,3B,0,N,Any,5,2013,0.05,8625.914417,172518.2883
750,TRAIN,Male,3B,0,N,Any,5,2013,0.05,8625.914417,172518.2883
751,TRAIN,Female,3A,1,N,Named,0,2014,0.05,8600.031328,172000.6266
752,TRAIN,Female,3A,1,N,Named,0,2014,0.05,8600.031328,172000.6266
753,TRAIN,Female,3A,1,N,Named,0,2014,0.05,8600.031328,172000.6266
754,TRAIN,Female,3A,1,N,Named,0,2014,0.05,8600.031328,172000.6266
755,TRAIN,Female,3A,1,N,Named,0,2014,0.05,8600.031328,172000.6266
757,TRAIN,Male,4A,4+,N,Named,6,2013,0.02,3432.595359,171629.768
758,TRAIN,Male,4A,4+,N,Named,6,2013,0.02,3432.595359,171629.768
759,TRAIN,Male,4A,4+,N,Named,6,2013,0.02,3432.595359,171629.768
760,TRAIN,Male,4A,4+,N,Named,6,2013,0.02,3432.595359,171629.768
762,TRAIN,Female,3A,2,N,Any,1,2014,0.1,17001.97729,170019.7729
763,TRAIN,Female,3A,2,N,Any,1,2014,0.1,17001.97729,170019.7729
764,TRAIN,Female,3A,2,N,Any,1,2014,0.1,17001.97729,170019.7729
767,TRAIN,Male,3A,1,N,Named,8,2014,0.05,8388.471958,167769.4392
768,TRAIN,Male,3A,1,N,Named,8,2014,0.05,8388.471958,167769.4392
770,TRAIN,Male,3A,1,N,Named,8,2014,0.05,8388.471958,167769.4392
771,TRAIN,Male,2A,4+,N,Named,7,2014,0.15,25110.64492,167404.2995
772,TRAIN,Male,2A,4+,N,Named,7,2014,0.15,25110.64492,167404.2995
773,TRAIN,Male,2A,4+,N,Named,7,2014,0.15,25110.64492,167404.2995
774,TRAIN,Male,2A,4+,N,Named,7,2014,0.15,25110.64492,167404.2995
775,TRAIN,Male,2A,4+,N,Named,7,2014,0.15,25110.64492,167404.2995
777,TRAIN,Male,2B,4+,N,Named,0,2014,0.06,10012.93528,166882.2547
778,TRAIN,Male,2B,4+,N,Named,0,2014,0.06,10012.93528,166882.2547
780,TRAIN,Male,2B,4+,N,Named,0,2014,0.06,10012.93528,166882.2547
782,TRAIN,Male,3A,1,N,Named,8,2014,0.07,11645.97297,166371.0424
784,TRAIN,Male,3A,1,N,Named,8,2014,0.07,11645.97297,166371.0424
785,TRAIN,Male,3A,1,N,Named,8,2014,0.07,11645.97297,166371.0424
786,TRAIN,Male,2A,3,N,Any,10,2014,0.04,6609.436719,165235.918
787,TRAIN,Male,2A,3,N,Any,10,2014,0.04,6609.436719,165235.918
789,TRAIN,Male,2A,3,N,Any,10,2014,0.04,6609.436719,165235.918
791,TRAIN,Female,4A,2,N,Named,5,2013,0.11,18167.96271,165163.2974
792,TRAIN,Female,4A,2,N,Named,5,2013,0.11,18167.96271,165163.2974
793,TRAIN,Female,4A,2,N,Named,5,2013,0.11,18167.96271,165163.2974
795,TRAIN,Female,4A,2,N,Named,5,2013,0.11,18167.96271,165163.2974
796,TRAIN,Male,5B,4+,Y,Named,7,2014,0.02,3299.789557,164989.4779
799,TRAIN,Male,5B,4+,Y,Named,7,2014,0.02,3299.789557,164989.4779
801,TRAIN,Female,2B,4+,N,Named,3,2013,0.1,16262.30119,162623.0119
802,TRAIN,Female,2B,4+,N,Named,3,2013,0.1,16262.30119,162623.0119
803,TRAIN,Female,2B,4+,N,Named,3,2013,0.1,16262.30119,162623.0119
804,TRAIN,Female,2B,4+,N,Named,3,2013,0.1,16262.30119,162623.0119
806,TRAIN,Female,1B,1,N,Named,6,2014,0.09,14586.63073,162073.6748
807,TRAIN,Female,1B,1,N,Named,6,2014,0.09,14586.63073,162073.6748
809,TRAIN,Female,1B,1,N,Named,6,2014,0.09,14586.63073,162073.6748
810,TRAIN,Female,1B,1,N,Named,6,2014,0.09,14586.63073,162073.6748
811,TRAIN,Male,3A,4+,N,Any,7,2013,0.07,11246.88439,160669.777
812,TRAIN,Male,3A,4+,N,Any,7,2013,0.07,11246.88439,160669.777
813,TRAIN,Male,3A,4+,N,Any,7,2013,0.07,11246.88439,160669.777
814,TRAIN,Male,3A,4+,N,Any,7,2013,0.07,11246.88439,160669.777
816,TRAIN,Male,5A,0,N,Any,1,2014,0.03,4814.535987,160484.5329
817,TRAIN,Male,5A,0,N,Any,1,2014,0.03,4814.535987,160484.5329
818,TRAIN,Male,5A,0,N,Any,1,2014,0.03,4814.535987,160484.5329
819,TRAIN,Male,5A,0,N,Any,1,2014,0.03,4814.535987,160484.5329
821,TRAIN,Male,2A,4+,N,Named,10,2014,0.04,6416.192662,160404.8166
822,TRAIN,Male,2A,4+,N,Named,10,2014,0.04,6416.192662,160404.8166
